;Database,OBPG VALIDATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Comments,The exact normalisation was performed at NASA using theoretical Es (there may be some overlapping of data with NOMAD). Comments column contain actual OBPG IDs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Source,http://seabass.gsfc.nasa.gov/matchup/seawifs/all.seawifs.stats+http://seabass.gsfc.nasa.gov/matchup/seawifs/all.aqua.stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Acknowledgements,"NASA, SeaBASS, OBPG, All contributors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Reference,http://seabass.gsfc.nasa.gov/matchup_results.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Elevation,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Missing,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,DDS_ID,DDS_NAME,Year,Month,Date,Hour,Minute,Longitude,Latitude,Depth,Chla_hplc,Chla_fluor,Kd490,TSM,acdm443,bbp443,T865,exLwn412,exLwn443,exLwn490,exLwn510,exLwn531,exLwn555,exLwn620,exLwn670,exLwn681,exLwn709,Flag,Campaign,Comments
ID,ii,dds_name,YYYY,MM,DD,hh,mm,decimal_degrees,decimal_degrees,metre,mg/m3,mg/m3,1/m,g/m3,1/m,1/m,None,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,BinaryCode,Cruisename,None
String,Integer,String,Long,Integer,Integer,Integer,Integer,Float,Float,Float,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Long,String,String
OB00-00001,0,XDDS,1997,9,2,15,51,-76.0671997,37.5732994,0,NaN,23.4599991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9703,8294
OB00-00002,0,XDDS,1997,9,2,17,10,-76.0896988,37.8120003,0,NaN,10.5900002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9703,8298
OB00-00003,0,XDDS,1997,9,2,18,18,-76.1488037,37.8322983,0,NaN,13.9099998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9703,8300
OB00-00004,0,XDDS,1997,9,2,20,0,-76.1455002,37.8821983,0,NaN,14.3999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9703,8302
OB00-00005,0,XDDS,1997,9,20,12,59,-19.9500008,42.6306992,0,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt5,24593
OB00-00006,0,XDDS,1997,9,20,14,5,-19.9671993,42.4500008,0,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt5,24594
OB00-00007,0,XDDS,1997,9,26,14,7,-20.9944,28.6341,0,0.058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt5,24626
OB00-00008,0,XDDS,1997,9,27,11,29,-20.9995003,24.1392002,0,NaN,NaN,0.034,NaN,NaN,NaN,NaN,1.326278,1.337783,1.084695,0.666158,NaN,0.292082,NaN,0.017,NaN,NaN,NA,amt5,23186
OB00-00009,0,XDDS,1997,10,2,18,3,-120.8150024,34.3320007,0,0.57,0.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9709,2244
OB00-00010,0,XDDS,1997,10,2,22,43,-121.1569977,34.1570015,0,0.257,0.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9709,2245
OB04-00011,4,BATS,1997,10,7,15,51,-64.1259995,31.6539993,0,NaN,NaN,0.02483,NaN,NaN,NaN,NaN,2.065865,1.87752,1.317674,0.701669,NaN,0.253795,NaN,0.00937,NaN,NaN,NA,bats109,5469
OB00-00012,0,XDDS,1997,10,7,22,5,-125.0429993,1.97,0,NaN,0.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,gp6-97-ka,20100
OB00-00013,0,XDDS,1997,10,8,10,24,35.5900002,42.9599991,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.480262,0.65162,0.901487,0.875983,NaN,0.700013,NaN,0.0796,NaN,NaN,NA,akwanavt_9,18784
OB00-00014,0,XDDS,1997,10,9,16,23,-68.3921967,41.8125,0,NaN,1.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,en307,13690
OB00-00015,0,XDDS,1997,10,11,15,31,-67.514801,42.5880013,0,NaN,1.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,en307,13692
OB00-00016,0,XDDS,1997,10,11,9,32,25.1100006,39.2900009,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.759859,0.877596,0.800707,0.55372,NaN,0.273949,NaN,0.0339,NaN,NaN,NA,akwanavt_9,18786
OB00-00017,0,XDDS,1997,10,20,19,30,-111.2279968,27.6590004,0,NaN,NaN,0.06889,NaN,NaN,NaN,NaN,0.651477,0.771362,0.814696,0.659346,NaN,0.451157,NaN,NaN,NaN,NaN,NA,gocal97,14596
OB00-00018,0,XDDS,1997,10,21,20,49,-110.8450012,27.7919998,0,NaN,NaN,0.08846,NaN,NaN,NaN,NaN,0.745801,0.876276,0.950134,0.795226,NaN,0.525179,NaN,NaN,NaN,NaN,NA,gocal97,14599
OB00-00019,0,XDDS,1997,10,21,22,37,-111.0419998,27.8439999,0,NaN,NaN,0.07983,NaN,NaN,NaN,NaN,0.722278,0.850887,0.945262,0.736013,NaN,0.445542,NaN,NaN,NaN,NaN,NA,gocal97,14600
OB00-00020,0,XDDS,1997,10,22,15,1,-51.1699982,-32.0900002,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.425231,0.524918,0.653194,0.550273,NaN,0.410224,NaN,0.0484,NaN,NaN,NA,swao_95-04,12826
OB00-00021,0,XDDS,1997,10,22,15,1,-51.1699982,-32.0900002,0,NaN,0.956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_95-04,13395
OB00-00022,0,XDDS,1997,10,22,15,1,-51.1699982,-32.0900002,0,NaN,0.956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_la_pl,16221
OB00-00023,0,XDDS,1997,10,24,19,19,-110.9700012,26.9820004,0,NaN,NaN,0.07307,NaN,NaN,NaN,NaN,0.61082,0.651921,0.710888,0.616152,NaN,0.436029,NaN,NaN,NaN,NaN,NA,gocal97,14611
OB00-00024,0,XDDS,1997,10,25,17,13,-119.8600006,34.3440018,0,6.6900001,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb031,11899
OB00-00025,0,XDDS,1997,10,25,19,32,-119.887001,34.2999992,0,8.21,0.788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb031,11901
OB00-00026,0,XDDS,1997,10,25,22,19,-119.9290009,34.2010002,0,NaN,0.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb031,11903
OB00-00027,0,XDDS,1997,10,29,19,38,-114.2770004,30.2129993,0,NaN,NaN,0.13693,NaN,NaN,NaN,NaN,0.395118,0.464155,0.554124,0.532054,NaN,0.459989,NaN,NaN,NaN,NaN,NA,gocal97,14621
OB22-00028,22,COVE,1997,10,30,15,15,-76.0149994,37.0014992,0,NaN,5.3899999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9703,8263
OB00-00029,0,XDDS,1997,11,26,22,9,-179.8300018,-7.9759998,0,NaN,NaN,0.02422,NaN,NaN,NaN,NaN,1.981491,1.5241899,0.992,0.554672,NaN,0.228387,NaN,0.0137,NaN,NaN,NA,gp7-97-ka,20027
OB00-00030,0,XDDS,1997,12,3,15,32,-47.0250015,-27.5690002,0,NaN,0.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_95-04,13494
OB00-00031,0,XDDS,1997,12,3,15,32,-47.0250015,-27.5690002,0,NaN,0.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_la_pl,16275
OB00-00032,0,XDDS,1997,12,11,1,1,146.6649933,0.005,0,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,kaiyo9714,22875
OB00-00033,0,XDDS,1997,12,16,12,49,-49.3540001,-30.7479992,0,NaN,0.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_95-04,13548
OB00-00034,0,XDDS,1997,12,16,12,49,-49.3540001,-30.7479992,0,NaN,0.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_la_pl,16315
OB00-00035,0,XDDS,1997,12,17,14,59,-50.1640015,-31.0720005,0,NaN,0.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_95-04,13553
OB00-00036,0,XDDS,1997,12,17,14,59,-50.1640015,-31.0720005,0,NaN,0.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,swao_la_pl,16320
OB00-00037,0,XDDS,1998,1,4,21,27,176.8450012,-76.5008011,0,NaN,NaN,0.11831,NaN,NaN,NaN,NaN,NaN,0.893747,1.024038,0.953633,NaN,0.723807,NaN,0.0415,NaN,NaN,NA,roaverrs97,20315
OB00-00038,0,XDDS,1998,1,10,14,50,-59.9900017,-61.9970016,0,NaN,0.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amlr1998,3973
OB04-00039,4,BATS,1998,1,14,17,36,-64.1910019,31.7070007,0,NaN,NaN,0.03248,NaN,NaN,NaN,NaN,1.335513,1.270622,1.048142,0.614272,NaN,0.232878,NaN,0.00606,NaN,NaN,NA,bats112,5485
OB00-00040,0,XDDS,1998,1,14,18,3,-64.6600037,10.5,0,NaN,NaN,0.08737,NaN,NaN,NaN,NaN,0.514765,0.562176,0.657865,NaN,NaN,0.475476,NaN,0.0338,NaN,NaN,NA,car27,10603
OB04-00041,4,BATS,1998,1,15,17,13,-64.4960022,32.2060013,0,NaN,NaN,0.04146,NaN,NaN,NaN,NaN,0.994351,0.956012,0.907454,0.606655,NaN,0.264512,NaN,0.00665,NaN,NaN,NA,bats112,5486
OB00-00042,0,XDDS,1998,1,22,22,40,-119.9150009,34.2470016,0,8.0299997,0.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb038,11917
OB00-00043,0,XDDS,1998,1,22,20,22,-119.9550018,34.1529999,0,10.1300001,0.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb038,11919
OB00-00044,0,XDDS,1998,1,22,21,18,-119.9300003,34.1990013,0,8.5299997,0.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb038,11920
OB00-00045,0,XDDS,1998,1,27,20,13,-121.9830017,31.4150009,0,NaN,NaN,0.05416,NaN,NaN,NaN,NaN,1.07541,1.139845,1.0807509,0.744737,NaN,0.333847,NaN,0.00792,NaN,NaN,NA,cal9802,2465
OB00-00046,0,XDDS,1998,1,31,18,38,-121.0319977,32.6629982,0,NaN,0.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9802,2605
OB00-00047,0,XDDS,1998,2,9,18,50,-123.6679993,33.7229996,0,NaN,0.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9802,2615
OB00-00048,0,XDDS,1998,3,6,19,30,-114.1920013,30.2409992,0,NaN,NaN,0.08488,NaN,NaN,NaN,NaN,0.463176,0.541047,0.611992,0.54907,NaN,0.382175,NaN,NaN,NaN,NaN,NA,gocal98a,14623
OB00-00049,0,XDDS,1998,3,8,20,11,-111.848999,27.4050007,0,NaN,NaN,0.13778,NaN,NaN,NaN,NaN,0.385626,0.393129,0.429298,0.412561,NaN,0.383036,NaN,NaN,NaN,NaN,NA,gocal98a,14625
OB00-00050,0,XDDS,1998,3,11,20,11,-111.0459976,26.9400005,0,NaN,NaN,0.07828,NaN,NaN,NaN,NaN,0.539249,0.610499,0.626578,0.543344,NaN,0.372092,NaN,NaN,NaN,NaN,NA,gocal98a,14634
OB00-00051,0,XDDS,1998,3,12,19,2,-111.336998,27.4599991,0,NaN,NaN,0.06012,NaN,NaN,NaN,NaN,0.662876,0.75082,0.798716,0.646715,NaN,0.413705,NaN,NaN,NaN,NaN,NA,gocal98a,14637
OB04-00052,4,BATS,1998,3,13,16,37,-64.1589966,31.6900005,0,NaN,NaN,0.04211,NaN,NaN,NaN,NaN,0.975186,0.948212,0.846666,0.555633,NaN,0.237387,NaN,0.00695,NaN,NaN,NA,bats114,5507
OB00-00053,0,XDDS,1998,3,13,20,0,-112.0739975,28.0090008,0,NaN,NaN,0.09925,NaN,NaN,NaN,NaN,0.535088,0.555643,0.630529,0.595627,NaN,0.475442,NaN,NaN,NaN,NaN,NA,gocal98a,14640
OB00-00054,0,XDDS,1998,3,14,20,28,-120.4069977,33.7519989,0,NaN,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9803,3680
OB00-00055,0,XDDS,1998,3,15,19,52,-112.8850021,29.1760006,0,NaN,NaN,0.0967,NaN,NaN,NaN,NaN,0.425096,0.474404,0.566163,0.534839,NaN,0.42279,NaN,NaN,NaN,NaN,NA,gocal98a,14645
OB00-00056,0,XDDS,1998,3,16,23,53,-158.2700043,21.3400002,0,NaN,NaN,0.0303,NaN,NaN,NaN,NaN,2.0854061,1.659574,1.136405,0.697403,NaN,0.267383,NaN,0.00575,NaN,NaN,NA,hot-91,1369
OB00-00057,0,XDDS,1998,3,17,22,59,-158,22.75,0,NaN,NaN,0.02496,NaN,NaN,NaN,NaN,2.2099349,1.76893,1.229528,0.754176,NaN,0.295019,NaN,0.00628,NaN,NaN,NA,hot-91,1370
OB00-00058,0,XDDS,1998,4,2,15,30,-78.0680008,25.4080009,0,NaN,0.1369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,tt0498,14464
OB00-00059,0,XDDS,1998,4,3,18,20,-78.0950012,25.4379997,0,NaN,0.1902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,tt0498,14468
OB00-00060,0,XDDS,1998,4,4,18,36,-120.2519989,31.5130005,0,0.083,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2187
OB00-00061,0,XDDS,1998,4,6,15,45,-77.4339981,33.8479996,0,NaN,0.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,apr98sab,15541
OB00-00062,0,XDDS,1998,4,7,16,5,-81.6600037,25.4699993,0,NaN,1.5408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,tt0498,14481
OB00-00063,0,XDDS,1998,4,7,17,5,-81.7549973,25.5900002,0,NaN,1.0669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,tt0498,14482
OB00-00064,0,XDDS,1998,4,7,19,5,-81.9410019,25.8789997,0,NaN,0.9368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,tt0498,14483
OB00-00065,0,XDDS,1998,4,8,20,43,-118.3779984,33.1819992,0,NaN,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2191
OB04-00066,4,BATS,1998,4,8,17,52,-64.1849976,31.7029991,0,NaN,NaN,0.03696,NaN,NaN,NaN,NaN,1.227924,1.19529,1.056026,0.666069,NaN,0.271499,NaN,0.00747,NaN,NaN,NA,bats115,5513
OB00-00067,0,XDDS,1998,4,9,20,4,-118.6279984,33.8230019,0,NaN,NaN,0.13988,NaN,NaN,NaN,NaN,0.334977,0.316404,0.346932,0.367289,NaN,0.390067,NaN,0.0327,NaN,NaN,NA,cal9804,2172
OB00-00068,0,XDDS,1998,4,12,18,37,-76.0457001,37.4160004,0,NaN,1.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9801,8376
OB00-00069,0,XDDS,1998,4,12,18,50,-76.0692978,37.3709984,0,NaN,1.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,ties9801,8377
OB00-00070,0,XDDS,1998,4,12,17,11,-77.3880005,33.7099991,0,NaN,0.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,apr98sab,15549
OB00-00071,0,XDDS,1998,4,14,23,35,-120.0230026,34.2750015,0,4.579,13.8140001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2200
OB00-00072,0,XDDS,1998,4,14,16,6,-80.7639999,30.8500004,0,NaN,NaN,0.31101,NaN,NaN,NaN,NaN,0.057533,0.100308,0.175969,0.195398,NaN,0.207455,NaN,NaN,NaN,NaN,NA,apr98sab,15529
OB00-00073,0,XDDS,1998,4,14,16,6,-80.7630005,30.8360004,0,NaN,1.421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,apr98sab,15551
OB00-00074,0,XDDS,1998,4,15,14,10,-62.6559982,31.5921001,0,NaN,0.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,batsval21,6155
OB00-00075,0,XDDS,1998,4,15,18,36,-62.8622017,31.8976002,0,NaN,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,batsval21,6156
OB00-00076,0,XDDS,1998,4,16,0,24,176.9949951,-16.8610001,0,NaN,NaN,0.020896,NaN,NaN,NaN,NaN,2.1420751,1.5901591,1.0572211,0.574219,NaN,0.223811,NaN,0.00381,NaN,NaN,NA,trichonesi,20762
OB00-00077,0,XDDS,1998,4,17,19,30,-121.5469971,34.7200012,0,0.229,0.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2205
OB00-00078,0,XDDS,1998,4,18,18,43,-121.6070023,35.4770012,0,0.816,3.0090001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2207
OB00-00079,0,XDDS,1998,4,20,23,25,-122.0100021,36.0449982,0,1.253,2.8199999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2212
OB00-00080,0,XDDS,1998,4,21,18,43,-122.7699966,36.4519997,0,0.302,1.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2213
OB00-00081,0,XDDS,1998,4,21,23,8,-123.1299973,36.2869987,0,0.282,0.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9804,2214
OB00-00082,0,XDDS,1998,4,24,20,19,-119.9049988,34.2490005,0,6.7399998,3.0150001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb045,11930
OB00-00083,0,XDDS,1998,4,24,18,20,-119.9499969,34.1570015,0,7.48,0.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb045,11932
OB00-00084,0,XDDS,1998,4,24,19,21,-119.927002,34.2029991,0,7.2800002,0.991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb045,11933
OB00-00085,0,XDDS,1998,4,24,21,30,-119.8820038,34.2980003,0,6.7199998,1.9349999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb045,11934
OB00-00086,0,XDDS,1998,4,24,22,24,-119.8610001,34.3450012,0,7.4000001,1.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,pb045,11935
OB00-00087,0,XDDS,1998,4,24,23,36,-178.1880035,-19.4050007,0,NaN,NaN,0.021714,NaN,NaN,NaN,NaN,2.2903471,1.64122,1.043476,0.572259,NaN,0.220047,NaN,0.00359,NaN,NaN,NA,trichonesi,20765
OB00-00088,0,XDDS,1998,4,24,13,32,-21.4715004,23.7106991,0,NaN,NaN,0.023,NaN,NaN,NaN,NaN,1.083843,1.101418,1.054882,0.693877,NaN,0.321814,NaN,0.019,NaN,NaN,NA,amt6b,23306
OB00-00089,0,XDDS,1998,4,25,15,38,-79.0370026,31.875,0,NaN,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,apr98sab,15562
OB00-00090,0,XDDS,1998,4,26,16,36,-79.2860031,32.9300003,0,NaN,2.9100001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,apr98sab,15563
OB00-00091,0,XDDS,1998,4,27,16,59,-79.2748032,32.914299,0,NaN,NaN,0.30032,NaN,NaN,NaN,NaN,0.177864,0.298512,0.549547,0.641035,NaN,0.77658,NaN,NaN,NaN,NaN,NA,apr98sab,15535
OB00-00092,0,XDDS,1998,4,27,18,48,-79.4730988,32.8639984,0,NaN,NaN,0.39536,NaN,NaN,NaN,NaN,0.182301,0.312924,0.560235,0.651361,NaN,0.768988,NaN,NaN,NaN,NaN,NA,apr98sab,15536
OB00-00093,0,XDDS,1998,4,27,16,59,-79.2750015,32.9140015,0,NaN,1.9579999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,apr98sab,15564
OB00-00094,0,XDDS,1998,4,30,11,5,-15,46.3666992,0,0.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt6b,24203
OB09-00095,9,Benguela,1998,5,16,11,30,17.8700008,-32.0600014,0,5.0339999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt6,6263
OB09-00096,9,Benguela,1998,5,16,8,30,17.8766003,-32.3396988,0,NaN,NaN,0.177,NaN,NaN,NaN,NaN,0.259915,0.267017,0.343331,0.368102,NaN,0.312193,NaN,0.0448,NaN,NaN,NA,amt6,23222
OB09-00097,9,Benguela,1998,5,16,9,16,17.8735008,-32.3446999,0,NaN,NaN,0.191,NaN,NaN,NaN,NaN,0.2707,0.279064,0.330655,0.353792,NaN,0.322588,NaN,0.0673,NaN,NaN,NA,amt6,23223
OB00-00098,0,XDDS,1998,5,17,23,42,-119.4830017,32.6529999,0,NaN,0.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9805,3689
OB00-00099,0,XDDS,1998,5,18,20,9,-121.3180008,31.7520008,0,NaN,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,cal9805,3691
OB00-00100,0,XDDS,1998,5,23,13,30,12.1000004,-21.3999996,0,1.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt6,6278
OB00-00101,0,XDDS,1998,5,23,12,25,12.2090998,-21.5261993,0,NaN,NaN,0.224,NaN,NaN,NaN,NaN,0.225704,0.251822,0.293845,0.314805,NaN,0.304792,NaN,0.0753,NaN,NaN,NA,amt6,23236
OB00-00102,0,XDDS,1998,5,23,10,52,12.4067001,-21.6550007,0,1.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt6,24278
OB00-00103,0,XDDS,1998,5,26,9,25,7.8597002,-14.7426996,0,NaN,NaN,0.0785,NaN,NaN,NaN,NaN,0.515197,0.57509,0.621826,0.525208,NaN,0.315673,NaN,0.0291,NaN,NaN,NA,amt6,23243
OB00-00104,0,XDDS,1998,5,26,11,36,7.5583,-14.4933004,0,0.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt6,24307
OB00-00105,0,XDDS,1998,5,26,13,33,7.2666998,-14.25,0,0.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,amt6,24308
OB00-00106,0,XDDS,1998,6,4,15,45,-68.1108017,41.0914993,0,NaN,1.8437001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,al9807,10071
OB00-00107,0,XDDS,1998,6,5,15,35,-66.7014999,41.1973991,0,NaN,1.7894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,al9807,10075
