;Database,NOMAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Comments,wavelengths in the original database 411_443_489_510_530_555_619_670_683 Depth from ETOPO2. f/Q correction applied at UoP. Acdm=ad+ag+ap. Flags and Comments column contain original NOMAD Flags and IDs respectively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Source,http://seabass.gsfc.nasa.gov/data/nomad_seabass_v1.3_2005262.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Acknowledgements,NASA NOMAD and SeaBASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Reference,Werdell P.J. and S.W. Bailey (2005) RSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Elevation,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Missing,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,DDS_ID,DDS_NAME,Year,Month,Date,Hour,Minute,Longitude,Latitude,Depth,Chla_hplc,Chla_fluor,Kd490,TSM,acdm443,bbp443,T865,exLwn412,exLwn443,exLwn490,exLwn510,exLwn531,exLwn555,exLwn620,exLwn670,exLwn681,exLwn709,Flag,Campaign,Comments
ID,ii,dds_name,YYYY,MM,DD,hh,mm,decimal_degrees,decimal_degrees,metre,mg/m3,mg/m3,1/m,g/m3,1/m,1/m,None,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,mW/cm2/um/sr,BinaryCode,Cruisename,None
String,Integer,String,Long,Integer,Integer,Integer,Integer,Float,Float,Float,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Long,String,String
NO13-00001,13,Palmer,1991,12,3,17,43,-64.0599976,-64.7799988,0,NaN,1.21,0.0746029,NaN,NaN,NaN,NaN,0.8363987,0.7392488,0.763093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5728
NO13-00002,13,Palmer,1991,12,3,18,0,-64.0599976,-64.7799988,0,NaN,1.21,0.0665444,NaN,NaN,NaN,NaN,1.0174241,0.8847455,0.9225426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5729
NO13-00003,13,Palmer,1991,12,5,12,50,-64.0400009,-64.8099976,0,NaN,0.89,0.052057,NaN,NaN,NaN,NaN,1.0640558,0.9163199,0.9627483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5730
NO13-00004,13,Palmer,1991,12,5,13,55,-64.0500031,-64.8000031,0,NaN,1.1,0.0504449,NaN,NaN,NaN,NaN,0.9930146,0.9174425,0.7610416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5731
NO13-00005,13,Palmer,1991,12,16,15,40,-64.0400009,-64.8199997,0,NaN,2.4649999,0.0673862,NaN,NaN,NaN,NaN,0.7322168,0.6748665,0.6587834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5732
NO13-00006,13,Palmer,1991,12,16,16,4,-64.0500031,-64.8099976,0,NaN,3.6900001,0.0939233,NaN,NaN,NaN,NaN,0.6865928,0.6302235,0.6201485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5733
NO13-00007,13,Palmer,1991,12,16,16,30,-64.0699997,-64.7900009,0,NaN,5.3299999,0.126679,NaN,NaN,NaN,NaN,0.5724336,0.5173727,0.4998853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5734
NO13-00008,13,Palmer,1991,12,16,16,49,-64.0699997,-64.7799988,0,NaN,1.785,0.0824132,NaN,NaN,NaN,NaN,0.8129159,0.7462404,0.7270936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5735
NO13-00009,13,Palmer,1991,12,18,16,31,-64.0400009,-64.8199997,0,NaN,0.65,0.0565401,NaN,NaN,NaN,NaN,0.8847928,0.8186286,0.8124594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5736
NO13-00010,13,Palmer,1991,12,18,16,49,-64.0500031,-64.8099976,0,NaN,1.34,0.0871556,NaN,NaN,NaN,NaN,0.7225037,0.62968,0.6540215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5737
NO13-00011,13,Palmer,1991,12,18,17,10,-64.0699997,-64.7900009,0,NaN,2.5699999,0.162537,NaN,NaN,NaN,NaN,0.5783206,0.4647685,0.5049166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5738
NO13-00012,13,Palmer,1991,12,18,17,36,-64.0599976,-64.7699966,0,NaN,1.53,0.123895,NaN,NaN,NaN,NaN,1.2488616,1.212635,1.2089605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5739
NO13-00013,13,Palmer,1991,12,21,12,54,-64.0699997,-64.7799988,0,NaN,8.9949999,0.271488,NaN,NaN,NaN,NaN,0.3869026,0.3120156,0.3614148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5740
NO13-00014,13,Palmer,1991,12,23,16,34,-64.0699997,-64.7799988,0,NaN,4.8600001,0.307383,NaN,NaN,NaN,NaN,0.4709203,0.4123877,0.4303664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5741
NO13-00015,13,Palmer,1991,12,23,17,8,-64.0500031,-64.8099976,0,NaN,2.48,0.210797,NaN,NaN,NaN,NaN,0.4503001,0.4029466,0.4025593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5742
NO13-00016,13,Palmer,1991,12,23,17,15,-64.0400009,-64.8199997,0,NaN,5.6399999,0.187795,NaN,NaN,NaN,NaN,0.4266243,0.3643655,0.3875243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5743
NO13-00017,13,Palmer,1991,12,27,16,46,-64.1299973,-64.7699966,0,NaN,7.8400002,0.247351,NaN,NaN,NaN,NaN,0.5918443,0.5054612,0.4975761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5744
NO13-00018,13,Palmer,1991,12,27,17,18,-64.1299973,-64.7799988,0,NaN,0.84,0.123539,NaN,NaN,NaN,NaN,0.9136,0.7798826,0.6990032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5745
NO13-00019,13,Palmer,1991,12,27,18,4,-64.0899963,-64.7900009,0,NaN,1.9,0.0570307,NaN,NaN,NaN,NaN,0.8075964,0.6684474,0.6583588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5746
NO13-00020,13,Palmer,1991,12,27,18,25,-64.0999985,-64.8000031,0,NaN,1.05,0.056728,NaN,NaN,NaN,NaN,0.8042846,0.6731159,0.6798077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5747
NO13-00021,13,Palmer,1991,12,27,19,22,-64.0699997,-64.8099976,0,NaN,1.28,0.0652685,NaN,NaN,NaN,NaN,0.7097836,0.5880028,0.588142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5748
NO13-00022,13,Palmer,1991,12,27,19,40,-64.0400009,-64.8199997,0,NaN,1.84,0.0376714,NaN,NaN,NaN,NaN,0.8408743,0.6963773,0.7170425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5749
NO13-00023,13,Palmer,1991,12,27,20,22,-64.0500031,-64.8099976,0,NaN,1.21,0.0649182,NaN,NaN,NaN,NaN,0.7601233,0.6264067,0.6495827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5750
NO13-00024,13,Palmer,1991,12,27,21,19,-64.0699997,-64.7799988,0,NaN,7.2649999,0.443651,NaN,NaN,NaN,NaN,0.6062048,0.4882584,0.5670591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5751
NO13-00025,13,Palmer,1991,12,30,15,10,-64.0400009,-64.8199997,0,NaN,4.79,0.141772,NaN,NaN,NaN,NaN,0.4213023,0.3060076,0.3719357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5753
NO13-00026,13,Palmer,1991,12,30,16,19,-64.0699997,-64.7900009,0,NaN,4.5700002,0.177903,NaN,NaN,NaN,NaN,0.3491721,0.2493784,0.3149459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5754
NO13-00027,13,Palmer,1991,12,30,16,34,-64.0699997,-64.7799988,0,NaN,9.6300001,0.23271,NaN,NaN,NaN,NaN,0.5478477,0.4510728,0.4472972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5755
NO13-00028,13,Palmer,1991,12,30,17,19,-64.0699997,-64.7799988,0,NaN,5.6900001,0.401693,NaN,NaN,NaN,NaN,0.3922036,0.3326134,0.3544766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5756
NO13-00029,13,Palmer,1992,1,7,13,58,-64.0500031,-64.8099976,0,NaN,4.52,0.159188,NaN,NaN,NaN,NaN,0.2799974,0.1968811,0.2886248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5757
NO13-00030,13,Palmer,1992,1,7,14,16,-64.0500031,-64.8099976,0,NaN,8.9099998,0.259359,NaN,NaN,NaN,NaN,0.2469198,0.1816661,0.2543791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5758
NO13-00031,13,Palmer,1992,1,7,15,58,-64.0599976,-64.7699966,0,NaN,4.98,0.52959,NaN,NaN,NaN,NaN,0.3581586,0.2662549,0.3916928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5760
NO13-00032,13,Palmer,1992,1,10,12,55,-64.1299973,-64.7699966,0,NaN,3.21,0.276294,NaN,NaN,NaN,NaN,0.216671,0.139782,0.2114505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5761
NO13-00033,13,Palmer,1992,1,10,13,15,-64.1299973,-64.7799988,0,NaN,3.4649999,0.243893,NaN,NaN,NaN,NaN,0.3131708,0.2193953,0.2946034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5762
NO13-00034,13,Palmer,1992,1,10,14,1,-64.1299973,-64.7900009,0,NaN,5.625,0.245699,NaN,NaN,NaN,NaN,0.3094535,0.2076243,0.3153551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5763
NO13-00035,13,Palmer,1992,1,10,14,19,-64.0999985,-64.8000031,0,NaN,3.22,0.250024,NaN,NaN,NaN,NaN,0.2903858,0.1937462,0.2930108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5764
NO13-00036,13,Palmer,1992,1,10,15,13,-64.0699997,-64.8099976,0,NaN,1.97,0.247642,NaN,NaN,NaN,NaN,0.3221327,0.2222235,0.3167571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5765
NO13-00037,13,Palmer,1992,1,10,16,8,-64.0400009,-64.8199997,0,NaN,1.915,0.204142,NaN,NaN,NaN,NaN,0.4281834,0.3323105,0.3638072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5766
NO13-00038,13,Palmer,1992,1,10,17,0,-64.0699997,-64.7799988,0,NaN,2.77,0.191626,NaN,NaN,NaN,NaN,0.4763425,0.3768517,0.4546461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5767
NO13-00039,13,Palmer,1992,1,13,13,33,-64.0400009,-64.8099976,0,NaN,3.635,0.133224,NaN,NaN,NaN,NaN,0.3562212,0.2432954,0.3432069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5768
NO13-00040,13,Palmer,1992,1,13,13,56,-64.0500031,-64.8099976,0,NaN,2.4849999,0.160433,NaN,NaN,NaN,NaN,0.2839808,0.1839116,0.2824869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5769
NO13-00041,13,Palmer,1992,1,13,14,40,-64.0699997,-64.7900009,0,NaN,2.1849999,0.174895,NaN,NaN,NaN,NaN,0.3290967,0.2230536,0.3088594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5770
NO13-00042,13,Palmer,1992,1,13,15,0,-64.0699997,-64.7799988,0,NaN,1.8150001,0.193167,NaN,NaN,NaN,NaN,0.3946199,0.2899155,0.3744457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5771
NO13-00043,13,Palmer,1992,1,13,15,43,-64.0599976,-64.7699966,0,NaN,4.4650002,0.164472,NaN,NaN,NaN,NaN,0.4486106,0.3448009,0.4236274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5772
NO13-00044,13,Palmer,1992,1,20,13,7,-64.0599976,-64.7699966,0,NaN,0.66,0.134876,NaN,NaN,NaN,NaN,0.4635881,0.4175211,0.5536067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5773
NO13-00045,13,Palmer,1992,1,20,13,34,-64.0800018,-64.7799988,0,NaN,0.89,0.220814,NaN,NaN,NaN,NaN,0.5040435,0.4414504,0.4642867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5774
NO13-00046,13,Palmer,1992,1,20,14,37,-64.0699997,-64.7900009,0,NaN,0.97,0.0764873,NaN,NaN,NaN,NaN,0.6121148,0.5960214,0.5990211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5775
NO13-00047,13,Palmer,1992,1,20,15,1,-64.0500031,-64.8099976,0,NaN,0.95,0.112712,NaN,NaN,NaN,NaN,0.4736245,0.4172056,0.4645551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5776
NO13-00048,13,Palmer,1992,2,3,13,58,-64.0400009,-64.8199997,0,NaN,1.1466666,0.0739879,NaN,NaN,NaN,NaN,0.6533974,0.5743318,0.6185663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5777
NO13-00049,13,Palmer,1992,2,3,15,28,-64.0800018,-64.7900009,0,NaN,0.805,0.0683114,NaN,NaN,NaN,NaN,1.0079563,1.0009767,1.0879539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5778
NO13-00050,13,Palmer,1992,2,7,14,56,-64.0999985,-64.8000031,0,NaN,0.995,0.0663124,NaN,NaN,NaN,NaN,0.9906254,0.9776433,1.0954498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5779
NO13-00051,13,Palmer,1992,2,7,15,58,-64.0699997,-64.8099976,0,NaN,0.755,0.0727681,NaN,NaN,NaN,NaN,0.9492836,0.9367338,1.0311494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5780
NO13-00052,13,Palmer,1992,2,7,16,19,-64.0400009,-64.8199997,0,NaN,0.93,0.067238,NaN,NaN,NaN,NaN,0.9085609,0.8898948,1.0032992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5781
NO13-00053,13,Palmer,1992,2,10,14,28,-64.0400009,-64.8199997,0,NaN,1.8633333,0.0854124,NaN,NaN,NaN,NaN,0.7683924,0.662372,0.7316272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5782
NO13-00054,13,Palmer,1992,2,10,14,49,-64.0500031,-64.8099976,0,NaN,1.37,0.0793923,NaN,NaN,NaN,NaN,0.7677143,0.6823961,0.7471009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5783
NO13-00055,13,Palmer,1992,2,10,16,48,-64.0699997,-64.7900009,0,NaN,1.415,0.079917,NaN,NaN,NaN,NaN,0.8421845,0.7588995,0.834887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5784
NO13-00056,13,Palmer,1992,2,10,17,4,-64.0699997,-64.7799988,0,NaN,0.9533333,0.093336,NaN,NaN,NaN,NaN,1.0751443,1.0050921,1.1461245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5785
NO13-00057,13,Palmer,1992,2,21,13,58,-64.1299973,-64.7799988,0,NaN,1.035,0.0960056,NaN,NaN,NaN,NaN,1.0653948,1.0191047,1.0990596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5786
NO13-00058,13,Palmer,1992,2,21,14,45,-64.1299973,-64.7900009,0,NaN,1.39,0.092672,NaN,NaN,NaN,NaN,0.5198998,0.4719512,0.4638439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5787
NO13-00059,13,Palmer,1992,2,21,15,7,-64.0999985,-64.8000031,0,NaN,2.01,0.078543,NaN,NaN,NaN,NaN,0.5769824,0.5368714,0.5528416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5788
NO13-00060,13,Palmer,1992,2,21,16,40,-64.0699997,-64.8099976,0,NaN,1.875,0.0630963,NaN,NaN,NaN,NaN,0.7243868,0.6886974,0.710659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5789
NO13-00061,13,Palmer,1992,2,21,17,3,-64.0400009,-64.8199997,0,NaN,2.0350001,0.077472,NaN,NaN,NaN,NaN,0.6209159,0.566492,0.5670095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5790
NO13-00062,13,Palmer,1992,2,24,13,18,-64.0400009,-64.8199997,0,NaN,2.1866667,0.122905,NaN,NaN,NaN,NaN,0.5892414,0.5378237,0.5609093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5791
NO13-00063,13,Palmer,1992,2,24,14,16,-64.0500031,-64.8099976,0,NaN,3.21,0.0993097,NaN,NaN,NaN,NaN,0.7325513,0.6834174,0.7249852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5792
NO13-00064,13,Palmer,1992,2,24,14,35,-64.0699997,-64.7900009,0,NaN,1.3,0.123536,NaN,NaN,NaN,NaN,0.928765,0.8872141,0.9591365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5793
NO13-00065,13,Palmer,1992,2,24,14,52,-64.0699997,-64.7799988,0,NaN,1.66,0.137593,NaN,NaN,NaN,NaN,1.0282776,1.0112851,1.0971457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5794
NO13-00066,13,Palmer,1992,11,17,16,49,-64.0630035,-64.7740021,0,NaN,1.10545,0.0501997,NaN,NaN,NaN,NaN,0.8952041,0.9033967,0.9832175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5795
NO13-00067,13,Palmer,1992,11,17,17,45,-64.0780029,-64.7799988,0,NaN,0.8203333,0.0509809,NaN,NaN,NaN,NaN,0.7997832,0.7889586,0.8216052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5796
NO13-00068,13,Palmer,1992,11,17,17,58,-64.072998,-64.7959976,0,NaN,0.7065,0.04529,NaN,NaN,NaN,NaN,0.8467133,0.8427554,0.8920038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5797
NO13-00069,13,Palmer,1992,11,17,18,19,-64.0510025,-64.8069992,0,NaN,0.7322,0.0347908,NaN,NaN,NaN,NaN,0.7148188,0.7113276,0.7049471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5798
NO13-00070,13,Palmer,1992,11,17,18,37,-64.0400009,-64.8150024,0,NaN,0.515,0.0478643,NaN,NaN,NaN,NaN,0.790099,0.7754777,0.7424941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5799
NO13-00071,13,Palmer,1992,11,25,14,13,-64.0739975,-64.7890015,0,NaN,1.2331001,0.0551311,NaN,NaN,NaN,NaN,0.7404033,0.7013473,0.7598383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5801
NO13-00072,13,Palmer,1992,11,25,14,43,-64.0540009,-64.8059998,0,NaN,0.8341,0.0472448,NaN,NaN,NaN,NaN,0.6769081,0.6217616,0.6120306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5802
NO13-00073,13,Palmer,1992,11,25,15,4,-64.038002,-64.8150024,0,NaN,0.7072,0.043388,NaN,NaN,NaN,NaN,0.6836992,0.6291493,0.595277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5803
NO13-00074,13,Palmer,1992,11,27,17,1,-64.0749969,-64.7799988,0,NaN,1.7136,0.0734622,NaN,NaN,NaN,NaN,0.7496923,0.704848,0.7570995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5804
NO13-00075,13,Palmer,1992,11,30,13,30,-64.0390015,-64.8180008,0,NaN,0.5702,0.0346041,NaN,NaN,NaN,NaN,0.7347603,0.6753744,0.6344414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5805
NO13-00076,13,Palmer,1992,11,30,15,49,-64.0739975,-64.7789993,0,NaN,0.8432,0.0508036,NaN,NaN,NaN,NaN,0.8159459,0.7951847,0.8402197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5806
NO13-00077,13,Palmer,1992,11,30,16,4,-64.0630035,-64.7740021,0,NaN,1.0275333,0.0716841,NaN,NaN,NaN,NaN,1.0916787,1.0787407,1.1665102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5807
NO13-00078,13,Palmer,1992,12,7,13,52,-64.0350037,-64.8170013,0,NaN,0.86295,0.051034,NaN,NaN,NaN,NaN,0.7557954,0.7093187,0.6943256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5808
NO13-00079,13,Palmer,1992,12,7,14,15,-64.052002,-64.8069992,0,NaN,0.8341,0.0426373,NaN,NaN,NaN,NaN,0.9649072,0.9513883,0.9537373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5809
NO13-00080,13,Palmer,1992,12,10,14,15,-64.0739975,-64.8059998,0,NaN,1.1968,0.0410888,NaN,NaN,NaN,NaN,0.6848482,0.6427659,0.6130871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5810
NO13-00081,13,Palmer,1992,12,10,15,41,-64.1240005,-64.788002,0,NaN,1.3419,0.0599421,NaN,NaN,NaN,NaN,0.9799135,0.9947683,1.0921711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5811
NO13-00082,13,Palmer,1992,12,14,12,35,-64.0400009,-64.8180008,0,NaN,0.5142,0.033063,NaN,NaN,NaN,NaN,0.7290584,0.6727829,0.6490234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5812
NO13-00083,13,Palmer,1992,12,14,12,55,-64.052002,-64.8059998,0,NaN,0.32605,0.0485802,NaN,NaN,NaN,NaN,0.8622924,0.821861,0.8273031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5813
NO13-00084,13,Palmer,1992,12,21,12,58,-64.0309982,-64.8170013,0,NaN,2.1851001,0.0499214,NaN,NaN,NaN,NaN,0.5295181,0.4170568,0.4756476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5814
NO13-00085,13,Palmer,1992,12,21,13,25,-64.0510025,-64.8069992,0,NaN,1.3237,0.0682379,NaN,NaN,NaN,NaN,0.5602822,0.4618726,0.482619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5815
NO13-00086,13,Palmer,1992,12,21,14,33,-64.0709991,-64.7890015,0,NaN,0.6473,0.131613,NaN,NaN,NaN,NaN,1.2262173,1.2775377,1.2595123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5816
NO13-00087,13,Palmer,1992,12,21,15,9,-64.0759964,-64.7789993,0,NaN,0.9610667,0.0885359,NaN,NaN,NaN,NaN,1.1811975,1.1393335,1.289269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5817
NO13-00088,13,Palmer,1992,12,23,13,55,-64.0630035,-64.8059998,0,NaN,1.5776,0.0854339,NaN,NaN,NaN,NaN,0.6049628,0.5314723,0.5810032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5818
NO13-00089,13,Palmer,1992,12,28,12,37,-64.0370026,-64.8180008,0,NaN,6.6417499,0.191254,NaN,NaN,NaN,NaN,0.3375143,0.2521206,0.3055801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5819
NO13-00090,13,Palmer,1992,12,28,13,4,-64.0510025,-64.8069992,0,NaN,0.95165,0.121497,NaN,NaN,NaN,NaN,0.4132197,0.3150545,0.374134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16579,palmer_lter,5820
NO13-00091,13,Palmer,1993,1,8,13,34,-64.0500031,-64.8099976,0,NaN,2.6594,0.102064,NaN,NaN,NaN,NaN,0.9295115,0.8868206,0.9331409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4859
NO13-00092,13,Palmer,1993,1,8,18,26,-64.0999985,-64.8000031,0,NaN,1.3636,0.0672969,NaN,NaN,NaN,NaN,0.5960487,0.5079981,0.5184166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4862
NO13-00093,13,Palmer,1993,1,8,19,56,-64.1299973,-64.7900009,0,NaN,1.5683,0.0795408,NaN,NaN,NaN,NaN,0.5721421,0.4992557,0.5339198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4863
NO13-00094,13,Palmer,1993,1,8,21,25,-64.1299973,-64.7799988,0,NaN,1.8752,0.0933404,NaN,NaN,NaN,NaN,0.492241,0.4125858,0.4637055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4864
NO13-00095,13,Palmer,1993,1,8,23,0,-64.1299973,-64.7699966,0,NaN,3.6140001,0.115714,NaN,NaN,NaN,NaN,0.4380842,0.348245,0.4380756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4865
NO13-00096,13,Palmer,1993,1,9,9,35,-64.4000015,-64.9300003,0,NaN,1.8448,0.084687,NaN,NaN,NaN,NaN,0.4760671,0.3949789,0.4319977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4866
NO13-00097,13,Palmer,1993,1,9,13,34,-64.7200012,-64.8099976,0,NaN,1.0477523,0.111568,NaN,NaN,NaN,NaN,0.5722078,0.4912137,0.4760156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4867
NO13-00098,13,Palmer,1993,1,9,18,58,-65.0299988,-64.6900024,0,NaN,1.6438,0.0852658,NaN,NaN,NaN,NaN,0.6269565,0.5193548,0.5469663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4868
NO00-00099,0,XDDS,1993,1,10,9,16,-65.6500015,-64.4599991,0,NaN,1.4428999,0.0725208,NaN,NaN,NaN,NaN,0.566953,0.4731803,0.4892976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4869
NO00-00100,0,XDDS,1993,1,10,12,50,-65.9599991,-64.3300018,0,NaN,2.2237999,0.105665,NaN,NaN,NaN,NaN,0.4855461,0.3766888,0.4202175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20675,palmer_lter,4870
